sp500,DGS10
0.005094578,-0.0
-0.0022836982,0.01
0.0036461062,-0.06
0.027628275,0.03
-0.0063028703,-0.02
0.0038814268,-0.0
0.0069633466,-0.15
0.0016244649,-0.06
0.0003634907,-0.0
0.002579437,-0.02
0.0028523637,-0.01
-0.0059073325,-0.03
-0.0015751623,0.01
-0.0013216663,0.07
-0.0014993323,0.06
0.00014399382,0.02
-0.0062330444,-0.01
-0.0087121595,0.01
-0.0037371623,0.11
0.008467581,-0.02
0.0014930406,-0.01
-0.0029156976,-0.03
-0.0028813558,0.1
-0.002972923,-0.01
-0.003002824,-0.02
0.0068223225,0.03
0.00066660286,0.05
0.0023138463,-0.05
-0.008761786,-0.04
0.0040065073,0.02
0.013366188,-0.01
-0.0012226762,0.03
-0.005224654,0.04
0.004183427,-0.05
0.0038605307,0.01
-0.0011293292,0.02
0.00030363,0.09
0.0020706903,0.02
0.022386663,-0.05
0.0009486412,-0.08
0.006401102,0.05
0.00079529523,-0.05
0.0052592396,0.01
0.008704028,-0.01
0.008298714,0.01
0.0036898793,-0.06
-0.001980306,0.08
-0.005574515,0.04
-0.00935281,-0.05
0.0035909668,0.08
-0.0002790326,-0.0
-0.007548422,0.07
-0.0018151075,0.02
0.006326472,-0.04
-0.0024239223,-0.02
0.011681912,-0.0
0.0051737,-0.02
-0.0053034145,0.01
-0.0010807356,-0.04
0.0013038677,-0.07
0.006169665,-0.0
0.0068953787,0.02
0.00053904357,0.01
-0.0031305111,-0.04
0.0019318464,0.04
-0.003995774,0.01
0.0057199476,-0.0
-0.0074988278,0.05
0.0024223335,-0.06
0.0017688368,0.05
-0.00799576,0.15
-0.0051769544,0.06
0.014092893,-0.03
-0.0059969886,0.01
-0.0031014513,-0.04
0.0067690304,0.02
-0.008237901,0.06
-0.00967183,0.05
-0.00041378956,0.02
0.0008704292,-0.05
0.0047689984,0.01
0.0029349525,-0.02
0.0026526584,0.0
0.00023932374,0.02
-0.001003442,0.06
0.00077939744,-0.01
-0.00082622946,0.04
0.0029790096,-0.04
-0.004059689,0.0
0.0024608774,-0.0
0.004872852,0.01
-0.007476595,0.06
-0.011052836,0.01
0.0041894685,-0.02
0.003599444,-0.04
0.0033996818,0.09
0.0044249007,0.02
-0.005215617,0.0
-0.0015355558,-0.0
-0.0111907525,-0.12
0.0046973955,0.02
-0.008176863,0.03
0.002524485,-0.09
-0.0032728044,0.0
0.00092239934,0.01
-0.0006850638,0.07
0.0013508352,-0.02
0.0034410886,-0.01
0.0043879864,0.01
0.0033497908,0.06
0.004744757,0.02
-0.004249047,0.07
0.005013833,0.0
-0.004093019,0.02
-0.0063180253,0.06
-0.0030376501,0.1
-0.0059117484,0.05
-0.000787411,0.01
0.0017263952,0.05
-0.0070179477,0.02
0.0145428125,-0.11
0.006695759,-0.0
0.012944348,-0.03
-0.016620167,0.0
-0.008341675,0.02
-0.0022661574,-0.03
0.0029619192,-0.02
0.0007018131,0.1
0.00033929583,-0.02
0.007742896,0.08
-0.0041389936,-0.03
0.005858522,-0.1
-0.00026609973,-0.02
-0.0033592586,0.01
0.016845714,-0.04
0.0014819584,0.02
-0.007342652,0.08
0.0016415128,0.01
0.0004633082,-0.02
-0.0034790488,0.01
0.006954319,-0.01
-0.0021266204,-0.04
-0.010012511,0.06
0.0023135662,-0.01
0.004602844,-0.03
-0.000530862,-0.05
0.003271346,-0.0
-0.005738728,0.04
0.0046638674,-0.01
0.0011601225,-0.01
0.010748532,-0.0
0.0009185289,-0.09
0.009468642,-0.05
0.003308618,-0.04
-0.0012859725,-0.05
-0.010059884,0.05
0.013048204,-0.09
0.0019963963,-0.0
0.0004910077,0.03
0.004750734,-0.01
-0.0049302094,-0.15
0.00059182465,0.02
-0.008269803,0.01
0.004624876,-0.02
-0.0059905015,0.09
0.004418643,0.02
0.0033599685,-0.06
0.0035856925,-0.04
-0.004465252,0.09
-0.0010590602,-0.01
-0.0017759976,-0.0
0.0050098193,0.03
0.0027590427,0.04
7.785793e-05,-0.06
-0.003191427,0.0
-0.0012821485,-0.04
1.1529628e-05,-0.0
0.0047301394,0.0
0.013738324,-0.2
0.009893858,-0.08
0.0019223889,-0.04
3.6910045e-05,0.05
-0.009506901,-0.03
0.004179971,-0.03
-0.00055982755,-0.05
-0.0048424858,0.0
0.004692109,-0.01
-0.0015364708,-0.01
-0.0043291985,0.0
-0.0016119578,-0.02
-0.011677973,-0.01
-0.003211835,0.11
-0.0039043166,0.04
-0.00491971,-0.02
0.0076505207,-0.02
-0.0064450228,-0.09
0.0011136483,-0.01
0.0008209045,0.02
-0.0032617429,0.0
-0.022937683,0.15
0.0008898638,0.04
0.0031080742,-0.07
-0.001870993,-0.02
-0.01300523,0.07
0.0015330786,-0.0
0.0038983815,-0.01
0.0078027467,-0.05
0.0051512904,0.02
-0.0020592106,-0.02
-0.004489133,0.02
-0.004652527,0.05
-0.012305464,0.03
0.00040763576,0.02
-0.0052800556,-0.03
0.0035060956,0.08
0.013831084,-0.05
-0.0032171104,0.06
-0.005113507,0.01
-0.002973061,-0.02
0.0012740088,0.01
-0.014188387,0.05
0.005335006,0.01
0.0062826625,-0.05
0.0045293164,0.01
-0.00039751994,-0.05
-0.007305686,0.12
0.026923504,-0.06
0.002436713,-0.02
0.0008672946,-0.03
-0.0023730244,-0.02
-0.0048929793,0.01
-0.008993855,0.01
0.0022532926,-0.05
0.0004314934,-0.04
-0.012645679,0.08
-0.0015825037,-0.04
-0.008317661,-0.0
-0.00020259147,0.01
0.003280217,-0.03
-0.0041784937,-0.0
-0.009146967,-0.04
0.0070583504,0.01
0.007603969,-0.05
0.0024629964,0.02
-0.008782366,-0.06
-0.0045028655,0.06
-0.004647095,-0.01
0.0037979623,0.04
-0.0035680933,0.03
0.008930217,-0.08
0.0054436675,-0.01
0.001471533,-0.01
-0.0041071717,0.06
0.0018475414,0.03
-0.0098727625,0.05
0.0029439442,0.05
0.0018893487,0.0
0.00196963,0.03
0.0032361858,-0.04
0.004239292,0.01
0.0035826804,-0.01
-0.0026624661,-0.01
0.010983344,-0.08
-0.0014335016,-0.0
0.0039898907,-0.11
0.0012241416,-0.04
-0.006123439,-0.03
-0.0033942235,0.02
0.0016922476,0.03
0.0058250413,0.02
0.0014463079,-0.01
0.009669195,-0.04
0.0022382576,-0.05
0.0019531177,0.02
-0.0050107245,-0.03
0.0052261823,0.08
-0.010131769,0.02
-0.0040952456,-0.0
-0.0031527025,0.0
0.004050673,-0.1
0.009402745,-0.04
0.003585935,0.05
0.009806638,0.02
-0.0018193707,0.02
-0.0009269832,-0.04
-0.0052381377,0.06
-0.012620932,-0.0
0.011697139,0.07
0.004287292,0.02
0.0015114656,-0.01
0.0033576214,0.0
-0.009104764,-0.01
-0.0073113167,0.05
0.009581611,-0.11
0.00021759694,0.03
0.0016574854,-0.01
0.010119265,-0.01
0.0037337374,-0.05
0.017501406,-0.05
0.004041793,0.02
-0.0068149306,0.01
-0.0013258891,-0.02
-0.0066718464,-0.07
-0.0064205327,-0.0
-0.0034394707,0.03
0.010258231,-0.09
0.006250764,0.01
-0.0029559466,-0.16
0.00035321905,-0.01
0.0021341436,0.04
-0.0022795927,0.0
-0.0041796793,-0.03
0.010072637,-0.0
0.002823596,0.01
-0.0012776826,-0.02
0.0031595577,-0.04
0.0012633122,0.03
-0.00019662917,0.04
0.00293628,0.03
-0.0003037517,-0.06
-0.0024173185,0.01
-0.0070413915,-0.06
-0.00017674899,-0.09
0.00089047104,-0.02
-0.0011016539,0.01
0.0012700654,-0.04
-0.0032270197,0.05
-0.0024273342,-0.0
0.009073477,-0.01
-0.010402871,-0.02
0.007385566,-0.01
0.0013501025,0.02
0.0015465096,-0.01
-0.006291577,0.09
-0.00087345054,-0.02
0.007449962,-0.05
0.0050188988,0.01
-0.0054659527,0.03
-0.007418874,0.01
0.0015347654,0.03
-0.008147523,0.02
-0.0024761267,-0.01
-0.00011607987,0.01
-0.006800688,0.03
0.0062471554,-0.05
-0.005651978,-0.04
0.0021961825,-0.0
0.0007570882,0.01
0.0056533096,0.01
0.004778938,-0.03
0.0069467793,0.02
0.0010245966,-0.06
0.0022671048,0.03
0.014767912,-0.04
-0.00066283485,-0.01
0.005624048,-0.01
0.0070219967,-0.02
0.0019277507,-0.02
-0.008252916,0.03
0.00025983097,-0.05
-0.007114207,0.01
0.003735093,-0.03
0.0020207062,0.01
-2.1035201e-05,0.03
0.0028670363,-0.02
-0.00918199,-0.03
-0.00028637287,-0.09
-0.0024962116,0.06
-0.0025394964,-0.0
0.007960782,-0.02
0.0034939987,0.13
0.0042566587,-0.03
0.0030351141,0.03
0.004141095,-0.01
-0.0034756523,0.03
0.0070201,0.01
-0.002605987,-0.06
-0.014463221,-0.01
0.012810329,-0.08
-0.00088915834,0.05
-0.002150993,-0.01
0.0050345715,-0.02
-0.0021394095,0.0
-0.0035531246,-0.01
0.0013167585,-0.01
-0.0035250897,0.02
0.006319931,0.02
-0.0010361383,0.03
0.0016072107,0.08
-0.00048773832,-0.02
-0.0044093155,-0.02
0.012139553,-0.01
-0.0011964549,-0.05
0.00023577407,0.03
-0.0008543433,0.01
-0.006118174,-0.09
-0.002509634,-0.04
0.0016755837,0.07
0.0047675464,-0.02
-0.008431988,0.06
0.00023235698,-0.01
0.0005134746,-0.02
0.0048863227,-0.02
0.0045228302,0.06
-0.00044936888,0.03
0.0042020045,0.02
0.0035227763,-0.0
-0.001711426,-0.01
0.0033218402,-0.04
-0.00016263645,0.01
0.00040933007,-0.03
-0.012048796,0.04
0.0060975705,-0.02
0.005566775,-0.03
-0.0120274,0.05
-0.011529796,-0.02
-0.0016428651,0.07
0.0020565393,0.01
-0.0070631257,-0.02
-0.013280526,0.04
-0.0027977142,-0.02
0.006115503,-0.04
-0.0034025516,0.03
-0.00046209406,-0.04
-0.00019239873,-0.0
-0.008174283,-0.0
-0.0001445245,-0.01
0.0022163521,0.02
-0.0050353175,0.06
-0.0002858099,-0.0
-0.002038001,0.0
-0.009688881,-0.03
0.0033628244,-0.02
-0.004542254,-0.01
-0.0061933734,-0.01
0.0009076352,-0.07
0.0015056425,0.07
-0.0058515877,-0.02
-0.0016712606,0.0
0.002007811,0.01
0.011267416,-0.09
0.0034740968,0.01
0.033800784,-0.26
-0.0049769436,0.02
-0.009488158,-0.01
0.008123879,0.01
-0.0010013652,0.02
0.001471532,-0.01
0.006217459,0.07
-0.0028305454,0.08
0.0026016694,0.05
-0.00532359,-0.03
-0.0040754564,0.05
-0.002445894,0.01
0.004530212,0.05
0.001719798,-0.01
-0.0005740754,-0.01
-0.0009004978,-0.01
0.0011639441,0.02
-0.0068835714,0.01
0.0027605265,0.02
0.003912905,-0.01
0.005828721,-0.03
0.0030522407,-0.01
0.0003496317,0.01
-0.0009035064,0.0
-0.00062820327,-0.01
0.0023786975,-0.02
0.006489265,-0.01
0.001807029,-0.01
0.003891694,-0.05
-0.0018379678,0.04
0.00083067315,-0.11
-0.0059666126,0.04
0.008319745,-0.01
0.0009379932,0.01
-0.013847243,-0.0
-0.0007515241,-0.0
-0.0005548118,-0.03
-0.00016369676,0.02
-0.0010248824,0.08
0.008301877,-0.0
-0.014332625,-0.04
-0.0015640861,-0.03
0.0017537418,-0.01
0.004095858,0.0
0.0020865595,0.02
0.011194668,-0.01
0.00054136495,0.02
0.0023524081,0.01
-0.006769858,-0.01
-0.0024522098,0.01
-0.005878512,0.06
-0.006589841,0.05
0.0025554085,-0.02
0.006811431,-0.03
-0.0035741376,0.03
-0.004645547,0.04
0.0030112383,0.01
0.00067399186,-0.01
-0.0036590202,-0.02
-0.017289627,0.01
0.0030350904,-0.04
0.00079644076,-0.0
-0.001058681,0.02
0.007969235,0.03
0.00028813022,0.01
-0.013483348,0.04
0.0023759198,-0.09
-0.00052690366,-0.01
0.0016488069,-0.01
0.008347167,-0.01
0.0030244773,-0.01
-0.0048275692,0.09
0.0026667607,0.05
0.015563644,-0.15
0.0018420386,0.04
0.0031167197,-0.0
-0.00540716,0.07
-0.0002860196,0.03
-0.0034733696,0.02
0.0036373823,-0.01
0.0017975585,0.01
-0.0036705532,-0.01
0.0018611448,0.02
-0.00040699614,-0.01
0.0013890698,0.0
0.0013774126,0.0
0.0027411636,0.0
0.0070393695,-0.01
-0.0020848883,0.02
-0.0038543502,0.03
0.02052524,0.0
0.0021453353,-0.01
0.005148021,-0.01
0.001930891,-0.04
-0.0008645919,-0.02
0.0038167567,-0.01
0.0007058394,-0.0
0.000616129,0.09
0.004685331,-0.0
0.00056148286,-0.0
-0.00080488133,0.03
0.0064319186,0.01
0.0008307501,-0.0
-0.0020793288,-0.0
0.0022652603,0.0
0.00033596443,0.01
-0.00056240533,0.01
0.0021815137,-0.01
-0.008246774,0.02
-0.002608811,0.04
0.0017216804,-0.02
0.012551838,0.0
-0.0021430028,-0.0
-0.004118379,-0.0
0.00087234867,-0.0
0.0044487496,0.0
-0.0025216364,0.03
0.00018002027,0.0
-3.8468395e-05,0.0
-0.0043023727,-0.0
0.0005976007,0.02
0.003294993,0.01
0.0054334407,-0.0
0.0015469766,0.01
0.0059415717,0.04
0.003814835,0.04
-0.005802381,-0.05
0.0023915009,-0.0
-0.0038791597,-0.01
-0.00019887392,0.03
0.011506512,0.0
0.0006259704,0.01
-0.008609809,0.02
0.002066617,-0.01
-0.0008113062,0.02
-0.002471463,0.01
0.01694907,0.01
0.0002830358,-0.0
0.0025514143,0.01
0.009108178,-0.06
0.004493192,-0.01
-0.00015387984,0.0
0.00761692,-0.06
0.0072418395,-0.01
0.009282029,-0.0
0.0012103945,-0.02
0.0011063849,-0.01
0.00954588,0.02
-0.00074474874,-0.01
-0.0031189583,-0.03
-0.0020746866,0.0
0.004771762,-0.01
0.0021866267,0.02
0.0024248643,0.02
-0.011785192,0.11
-0.0012167258,-0.0
-0.0049344776,0.0
0.0019829292,0.01
0.0002310723,-0.01
0.0024751993,0.01
-0.0033233354,0.06
0.0009246594,-0.01
0.0004349474,0.05
-0.00266881,0.01
0.002800628,-0.01
0.007224646,-0.02
0.007497064,0.0
-0.00031840135,0.02
-0.0053307978,0.04
0.0008847399,-0.0
-0.010283803,0.02
0.0003097262,0.01
0.0030239536,-0.02
0.00096140185,0.04
-0.0032376815,0.01
0.005396792,0.01
0.0014133892,0.0
-0.0015386192,0.02
-0.005180648,0.01
0.006174816,-0.0
-0.0051427544,0.02
0.0056282748,0.02
-0.0024224655,-0.0
0.0056612333,0.04
0.0012360765,0.0
0.008504139,0.05
-0.00051479414,-0.0
-0.011209726,0.01
-0.0014521437,0.05
0.0058826106,0.02
0.0002157125,-0.0
-0.0036733076,0.03
0.0023324005,-0.0
0.008611359,0.0
-0.0011941298,0.02
-0.00257341,-0.03
0.0005891216,-0.0
0.0012207363,0.02
0.0020303759,0.03
0.0010727714,0.0
0.0035903156,-0.01
-0.005953731,0.03
-0.0046587125,0.0
0.001796705,-0.01
-0.008748573,0.01
-0.00051651045,-0.03
-0.0015712015,0.06
-0.0050028847,0.0
0.0039402605,0.01
-0.010865416,0.0
-0.0058947313,-0.03
-0.0010953399,0.0
0.010621364,-0.0
0.004332427,0.0
0.0069218976,0.01
0.00028364474,0.03
-0.003716669,-0.0
0.0038811981,0.0
-0.006113901,0.05
-0.005645697,0.01
-0.0048453594,0.0
0.011198375,-0.01
-0.0010660399,-0.0
0.0016873177,-0.02
0.0066237357,0.0
0.0010329444,-0.02
0.0020370744,-0.0
-0.00362305,-0.0
-0.003666447,-0.01
-0.0015632879,0.01
-0.0052990937,-0.0
0.00013186102,0.0
0.00968036,0.01
0.00074750953,-0.01
-0.00299523,-0.01
0.0045463233,0.02
0.0006375299,-0.0
-0.00045965056,-0.01
-0.0034689207,0.01
0.0036654964,-0.04
0.0020956304,0.03
0.0026018466,0.01
-0.001875914,-0.01
-0.008055104,0.0
0.0008403851,0.0
0.0019385815,0.01
-0.0022542817,0.0
0.005325432,-0.0
-0.0060495064,0.01
0.00040355726,-0.01
0.0024626795,-0.01
-0.008176684,-0.04
0.0048421985,-0.03
-0.0020541707,-0.01
0.0072236024,-0.03
-0.0016941273,-0.0
0.005923917,-0.0
-0.009431645,0.04
0.0023906552,-0.01
0.008951678,0.0
0.0009859665,-0.0
0.0006484112,0.0
0.00033646723,0.03
0.001885102,0.01
-0.004772511,0.0
0.005240972,-0.01
-0.009867427,0.01
-0.0043967264,0.01
-0.0044756187,-0.01
0.0022291152,-0.02
0.0003428554,0.03
0.006665166,-0.01
-0.0012551978,-0.01
0.0037040028,0.01
-0.0071905856,0.01
-0.0010970061,0.02
0.009853649,-0.02
-0.0028210462,-0.01
-0.004748939,0.01
0.00068653194,0.0
0.00051284896,-0.0
-0.0048583536,0.06
-0.004914747,0.01
-0.0076948297,0.01
0.002262212,0.01
0.010862015,0.02
-0.0029495377,0.08
-0.0034154872,-0.01
0.0003756667,0.01
0.008055128,0.0
0.0027623211,0.01
-0.011768098,0.03
0.0021725884,-0.01
0.0036482264,0.0
-0.008373184,0.0
-0.0035748875,-0.01
0.0013793553,-0.02
-0.0037497738,0.0
0.0025880444,-0.0
-0.001830119,-0.02
-0.006148998,0.01
-0.002382949,0.01
0.0012694553,0.0
0.0054485467,0.05
-0.0018530154,-0.0
0.00024442264,0.01
0.0016370781,-0.03
-0.00936105,0.03
-0.00046679212,0.0
0.006348318,0.01
0.0075163688,-0.0
0.006440039,0.01
-0.0024301019,-0.0
-0.0035945976,0.01
-0.0017725084,-0.0
-0.0067648967,0.0
0.005120684,-0.0
-0.0028875694,0.02
-0.0038389056,-0.0
-0.0034805546,0.02
-0.0066691884,0.03
0.00062838243,0.01
0.0019987705,-0.01
-0.00368607,-0.0
0.0007779561,0.0
0.005069215,0.0
0.006306716,-0.01
-0.0016185492,-0.02
-0.0056934543,0.02
0.0008608068,0.03
-0.0068186326,0.02
0.0017981584,0.01
0.00071011763,-0.0
-0.0017086955,0.01
0.007877774,-0.02
0.0029201445,-0.0
-0.005903396,0.02
-0.0052087856,0.04
-0.0010972845,0.0
-0.004108208,0.0
-0.0070021367,0.03
0.0060754004,-0.0
0.004479846,-0.0
-0.0027829583,-0.0
3.912687e-05,-0.0
0.006177566,-0.0
0.0012694771,0.01
0.00089325185,0.0
-0.0013696323,0.01
-0.00022615344,0.01
-0.00843757,0.02
0.0004111512,-0.01
-0.007101717,0.02
-0.00037703986,-0.01
-0.0063533867,-0.0
-0.001062148,0.01
-0.007441987,0.04
-0.004407038,0.02
0.003856179,0.02
-0.00068357144,-0.0
0.0024731213,0.0
-0.009056038,0.01
-0.0072154505,0.0
0.00019546464,-0.0
0.0074834065,0.0
0.003600231,-0.01
-0.00484319,0.0
0.006274856,0.03
-0.0073297815,0.01
0.0015982734,-0.01
0.0015427495,0.02
0.001757266,-0.01
-0.0015253101,0.01
-0.005020123,0.02
0.010170603,-0.0
0.0035146263,0.01
-0.006427833,0.0
0.0045516496,-0.0
-0.0019435539,0.01
0.004166181,-0.0
0.0019060702,-0.04
-0.009212681,-0.04
0.0023106004,0.01
-0.0035580834,-0.03
-0.0033483887,-0.03
0.0011183942,0.01
-0.011945725,0.02
0.006854533,0.01
-0.0047147884,0.02
0.0032009578,0.01
-0.0056048622,-0.0
0.011578363,-0.01
0.0020713045,-0.04
-0.0017391265,0.01
-0.0013143279,-0.01
0.0005944962,-0.02
0.007525529,0.02
0.0011635963,-0.01
-0.004149444,-0.0
0.009197839,-0.01
0.0003363164,0.0
-0.003048587,-0.01
0.01501055,-0.03
0.0048033977,-0.04
0.0046137366,-0.0
-0.014945212,0.01
-0.005336356,0.02
-0.0038302038,0.01
-0.0087170545,0.0
0.0046142144,-0.0
-0.004469562,0.01
0.005206221,-0.0
-0.0025923138,0.01
-0.00082206656,-0.0
0.0021406799,0.0
0.0025074228,0.04
0.0047422475,0.01
-0.001958706,0.01
-0.0011311201,0.03
-0.0074101854,-0.0
0.00039766525,-0.0
0.00074048166,-0.01
-0.011498013,0.01
0.0038747462,0.01
-0.0011181933,0.01
0.0027287,0.01
-0.003042527,0.0
-0.0011357047,-0.0
0.0055047236,-0.06
0.006413108,0.0
-0.001710236,-0.0
0.006392947,0.03
-0.0025286423,-0.0
0.0009984489,0.01
0.0018172013,-0.0
0.0024015878,0.0
-0.010439822,0.01
-0.015143805,-0.0
0.0046321605,0.01
-0.004023835,-0.01
-0.011922833,0.02
0.016131287,0.0
0.0016586082,-0.01
-0.00020253396,-0.03
0.004519704,0.01
0.0028839747,0.0
-0.004425539,0.0
-0.00017934517,0.01
-0.0075404467,0.0
-0.006489242,0.03
0.0010037018,0.02
-0.005879975,-0.05
0.01034016,-0.0
0.009367197,0.0
-0.00048298851,-0.01
-0.0028676542,-0.01
-0.0011862391,-0.02
0.00012189605,0.02
-0.004072185,-0.01
-0.006082607,0.01
0.0034421454,0.01
-0.0039163413,0.02
4.8981747e-07,-0.03
-8.127061e-05,0.03
0.0073873037,0.01
-0.015192512,0.01
0.0042735683,-0.02
-0.0024853535,-0.03
0.0059694913,0.01
0.0034314585,-0.04
